source,text,theta,temperature,prob
human,;; Jack has at least average strength for a novice player.,60.0,,0.0
human,;; Jack has at least average strength for a novice player.,70.0,,0.0
human,;; Jack has at least average strength for a novice player.,80.0,,0.0
human,;; Jack has at least average strength for a novice player.,90.0,,0.0
human,;; Jack has at least average strength for a novice player.,100.0,,0.0
human,;; Jack has at least average strength for an expert player.,0.0,,0.0
human,;; Jack has at least average strength for an expert player.,10.0,,0.0
human,;; Jack has at least average strength for an expert player.,20.0,,0.0
human,;; Jack has at least average strength for an expert player.,30.0,,0.0
human,;; Jack has at least average strength for an expert player.,40.0,,0.03333333333333333
human,;; Jack has at least average strength for an expert player.,50.0,,0.06666666666666667
human,;; Jack has at least average strength for an expert player.,60.0,,0.1
human,;; Jack has at least average strength for an expert player.,70.0,,0.7333333333333333
human,;; Jack has at least average strength for an expert player.,80.0,,0.03333333333333333
human,;; Jack has at least average strength for an expert player.,90.0,,0.03333333333333333
human,;; Jack has at least average strength for an expert player.,100.0,,0.0
human,;; Jack is very strong for a mid-level player.,0.0,,0.0
human,;; Jack is very strong for a mid-level player.,10.0,,0.0
human,;; Jack is very strong for a mid-level player.,20.0,,0.0
human,;; Jack is very strong for a mid-level player.,30.0,,0.0
human,;; Jack is very strong for a mid-level player.,40.0,,0.1
human,;; Jack is very strong for a mid-level player.,50.0,,0.16666666666666666
human,;; Jack is very strong for a mid-level player.,60.0,,0.4666666666666667
human,;; Jack is very strong for a mid-level player.,70.0,,0.26666666666666666
human,;; Jack is very strong for a mid-level player.,80.0,,0.0
human,;; Jack is very strong for a mid-level player.,90.0,,0.0
human,;; Jack is very strong for a mid-level player.,100.0,,0.0
human,;; Jack is very strong for a novice player.,0.0,,0.0
human,;; Jack is very strong for a novice player.,10.0,,0.0
human,;; Jack is very strong for a novice player.,20.0,,0.03333333333333333
human,;; Jack is very strong for a novice player.,30.0,,0.0
human,;; Jack is very strong for a novice player.,40.0,,0.7
human,;; Jack is very strong for a novice player.,50.0,,0.2
human,;; Jack is very strong for a novice player.,60.0,,0.06666666666666667
human,;; Jack is very strong for a novice player.,70.0,,0.0
human,;; Jack is very strong for a novice player.,80.0,,0.0
human,;; Jack is very strong for a novice player.,90.0,,0.0
human,;; Jack is very strong for a novice player.,100.0,,0.0
human,;; Jack is very strong for an expert player.,0.0,,0.0
human,;; Jack is very strong for an expert player.,10.0,,0.0
human,;; Jack is very strong for an expert player.,20.0,,0.0
human,;; Jack is very strong for an expert player.,30.0,,0.0
human,;; Jack is very strong for an expert player.,40.0,,0.03333333333333333
human,;; Jack is very strong for an expert player.,50.0,,0.0
human,;; Jack is very strong for an expert player.,60.0,,0.13333333333333333
human,;; Jack is very strong for an expert player.,70.0,,0.1
human,;; Jack is very strong for an expert player.,80.0,,0.13333333333333333
human,;; Jack is very strong for an expert player.,90.0,,0.43333333333333335
human,;; Jack is very strong for an expert player.,100.0,,0.16666666666666666
