source,text,theta,temperature,prob
model,;; Jack is very strong for someone with many years of experience.,80.0,0.17060546874999927,0.16672398973981445
model,;; Jack is very strong for someone with many years of experience.,90.0,0.17060546874999927,0.11334524709656321
model,;; Jack is very strong for someone with many years of experience.,100.0,0.17060546874999927,0.08878133014117034
human,;; Jack has at least average strength for someone new to the game.,0.0,,0.0
human,;; Jack has at least average strength for someone new to the game.,10.0,,0.0
human,;; Jack has at least average strength for someone new to the game.,20.0,,0.06666666666666667
human,;; Jack has at least average strength for someone new to the game.,30.0,,0.9
human,;; Jack has at least average strength for someone new to the game.,40.0,,0.03333333333333333
human,;; Jack has at least average strength for someone new to the game.,50.0,,0.0
human,;; Jack has at least average strength for someone new to the game.,60.0,,0.0
human,;; Jack has at least average strength for someone new to the game.,70.0,,0.0
human,;; Jack has at least average strength for someone new to the game.,80.0,,0.0
human,;; Jack has at least average strength for someone new to the game.,90.0,,0.0
human,;; Jack has at least average strength for someone new to the game.,100.0,,0.0
human,;; Jack has at least average strength for someone with a bit of experience.,0.0,,0.0
human,;; Jack has at least average strength for someone with a bit of experience.,10.0,,0.0
human,;; Jack has at least average strength for someone with a bit of experience.,20.0,,0.0
human,;; Jack has at least average strength for someone with a bit of experience.,30.0,,0.23333333333333334
human,;; Jack has at least average strength for someone with a bit of experience.,40.0,,0.2
human,;; Jack has at least average strength for someone with a bit of experience.,50.0,,0.4666666666666667
human,;; Jack has at least average strength for someone with a bit of experience.,60.0,,0.06666666666666667
human,;; Jack has at least average strength for someone with a bit of experience.,70.0,,0.03333333333333333
human,;; Jack has at least average strength for someone with a bit of experience.,80.0,,0.0
human,;; Jack has at least average strength for someone with a bit of experience.,90.0,,0.0
human,;; Jack has at least average strength for someone with a bit of experience.,100.0,,0.0
human,;; Jack has at least average strength for someone with many years of experience.,0.0,,0.0
human,;; Jack has at least average strength for someone with many years of experience.,10.0,,0.0
human,;; Jack has at least average strength for someone with many years of experience.,20.0,,0.0
human,;; Jack has at least average strength for someone with many years of experience.,30.0,,0.03333333333333333
human,;; Jack has at least average strength for someone with many years of experience.,40.0,,0.03333333333333333
human,;; Jack has at least average strength for someone with many years of experience.,50.0,,0.16666666666666666
human,;; Jack has at least average strength for someone with many years of experience.,60.0,,0.26666666666666666
human,;; Jack has at least average strength for someone with many years of experience.,70.0,,0.4666666666666667
human,;; Jack has at least average strength for someone with many years of experience.,80.0,,0.03333333333333333
human,;; Jack has at least average strength for someone with many years of experience.,90.0,,0.0
human,;; Jack has at least average strength for someone with many years of experience.,100.0,,0.0
human,;; Jack is very strong for someone new to the game.,0.0,,0.0
human,;; Jack is very strong for someone new to the game.,10.0,,0.03333333333333333
human,;; Jack is very strong for someone new to the game.,20.0,,0.06666666666666667
human,;; Jack is very strong for someone new to the game.,30.0,,0.13333333333333333
human,;; Jack is very strong for someone new to the game.,40.0,,0.5666666666666667
human,;; Jack is very strong for someone new to the game.,50.0,,0.2
human,;; Jack is very strong for someone new to the game.,60.0,,0.0
human,;; Jack is very strong for someone new to the game.,70.0,,0.0
human,;; Jack is very strong for someone new to the game.,80.0,,0.0
human,;; Jack is very strong for someone new to the game.,90.0,,0.0
human,;; Jack is very strong for someone new to the game.,100.0,,0.0
human,;; Jack is very strong for someone with a bit of experience.,0.0,,0.0
human,;; Jack is very strong for someone with a bit of experience.,10.0,,0.0
human,;; Jack is very strong for someone with a bit of experience.,20.0,,0.0
human,;; Jack is very strong for someone with a bit of experience.,30.0,,0.06666666666666667
human,;; Jack is very strong for someone with a bit of experience.,40.0,,0.36666666666666664
human,;; Jack is very strong for someone with a bit of experience.,50.0,,0.3
human,;; Jack is very strong for someone with a bit of experience.,60.0,,0.2
human,;; Jack is very strong for someone with a bit of experience.,70.0,,0.03333333333333333
human,;; Jack is very strong for someone with a bit of experience.,80.0,,0.0
human,;; Jack is very strong for someone with a bit of experience.,90.0,,0.03333333333333333
human,;; Jack is very strong for someone with a bit of experience.,100.0,,0.0
human,;; Jack is very strong for someone with many years of experience.,0.0,,0.0
human,;; Jack is very strong for someone with many years of experience.,10.0,,0.0
human,;; Jack is very strong for someone with many years of experience.,20.0,,0.0
human,;; Jack is very strong for someone with many years of experience.,30.0,,0.0
human,;; Jack is very strong for someone with many years of experience.,40.0,,0.0
human,;; Jack is very strong for someone with many years of experience.,50.0,,0.06666666666666667
human,;; Jack is very strong for someone with many years of experience.,60.0,,0.26666666666666666
human,;; Jack is very strong for someone with many years of experience.,70.0,,0.1
human,;; Jack is very strong for someone with many years of experience.,80.0,,0.3
human,;; Jack is very strong for someone with many years of experience.,90.0,,0.26666666666666666
human,;; Jack is very strong for someone with many years of experience.,100.0,,0.0
