source,text,theta,temperature,prob
human,;; Jack is not weak.,50.0,,0.27586206896551724
human,;; Jack is not weak.,60.0,,0.20689655172413793
human,;; Jack is not weak.,70.0,,0.0
human,;; Jack is not weak.,80.0,,0.06896551724137931
human,;; Jack is not weak.,90.0,,0.034482758620689655
human,;; Jack is not weak.,100.0,,0.0
human,;; Jack is pretty strong.,0.0,,0.0
human,;; Jack is pretty strong.,10.0,,0.0
human,;; Jack is pretty strong.,20.0,,0.0
human,;; Jack is pretty strong.,30.0,,0.0
human,;; Jack is pretty strong.,40.0,,0.06896551724137931
human,;; Jack is pretty strong.,50.0,,0.06896551724137931
human,;; Jack is pretty strong.,60.0,,0.5517241379310345
human,;; Jack is pretty strong.,70.0,,0.20689655172413793
human,;; Jack is pretty strong.,80.0,,0.06896551724137931
human,;; Jack is pretty strong.,90.0,,0.034482758620689655
human,;; Jack is pretty strong.,100.0,,0.0
human,;; Jack is somewhat strong.,0.0,,0.0
human,;; Jack is somewhat strong.,10.0,,0.0
human,;; Jack is somewhat strong.,20.0,,0.0
human,;; Jack is somewhat strong.,30.0,,0.06896551724137931
human,;; Jack is somewhat strong.,40.0,,0.10344827586206896
human,;; Jack is somewhat strong.,50.0,,0.20689655172413793
human,;; Jack is somewhat strong.,60.0,,0.5862068965517241
human,;; Jack is somewhat strong.,70.0,,0.034482758620689655
human,;; Jack is somewhat strong.,80.0,,0.0
human,;; Jack is somewhat strong.,90.0,,0.0
human,;; Jack is somewhat strong.,100.0,,0.0
human,;; Jack is strong.,0.0,,0.0
human,;; Jack is strong.,10.0,,0.0
human,;; Jack is strong.,20.0,,0.0
human,;; Jack is strong.,30.0,,0.034482758620689655
human,;; Jack is strong.,40.0,,0.0
human,;; Jack is strong.,50.0,,0.10344827586206896
human,;; Jack is strong.,60.0,,0.27586206896551724
human,;; Jack is strong.,70.0,,0.4482758620689655
human,;; Jack is strong.,80.0,,0.10344827586206896
human,;; Jack is strong.,90.0,,0.0
human,;; Jack is strong.,100.0,,0.034482758620689655
human,;; Jack is very strong.,0.0,,0.0
human,;; Jack is very strong.,10.0,,0.0
human,;; Jack is very strong.,20.0,,0.0
human,;; Jack is very strong.,30.0,,0.0
human,;; Jack is very strong.,40.0,,0.0
human,;; Jack is very strong.,50.0,,0.0
human,;; Jack is very strong.,60.0,,0.034482758620689655
human,;; Jack is very strong.,70.0,,0.41379310344827586
human,;; Jack is very strong.,80.0,,0.4482758620689655
human,;; Jack is very strong.,90.0,,0.10344827586206896
human,;; Jack is very strong.,100.0,,0.0
